year_month,site_code,region,cost_center,spend_category,budget_usd,actual_spend_usd,variance_usd,variance_pct,vendor_name,po_number
2024-11,ASH01,AMER-East,OPS-DC,Maintenance Opex,321430,324069,2639,0.82,Vertiv Services,PO100481
2024-11,ASH01,AMER-East,FIN-CAPEX,Power Opex,400951,461005,60054,14.98,Vertiv Services,PO100482
2024-11,ASH01,AMER-East,OPS-DC,Capex Replacement,476373,512035,35662,7.49,PowerGrid Mechanical,PO100483
2024-11,ASH01,AMER-East,OPS-FAC,Vendor Services,53525,50332,-3193,-5.97,ABB Services,PO100484
2024-11,ATL01,AMER-East,OPS-FAC,Maintenance Opex,130715,151614,20899,15.99,Schneider Services,PO100485
2024-11,ATL01,AMER-East,OPS-DC,Power Opex,111674,120770,9096,8.15,ABB Services,PO100486
2024-11,ATL01,AMER-East,ENG-SVC,Capex Replacement,314629,292905,-21724,-6.9,Schneider Services,PO100487
2024-11,ATL01,AMER-East,OPS-DC,Vendor Services,52024,49132,-2892,-5.56,FacilityPro,PO100488
2024-11,CHI01,AMER-East,OPS-DC,Maintenance Opex,131726,133383,1657,1.26,FacilityPro,PO100489
2024-11,CHI01,AMER-East,OPS-DC,Power Opex,224958,208223,-16735,-7.44,Schneider Services,PO100490
2024-11,CHI01,AMER-East,OPS-DC,Capex Replacement,185984,197896,11912,6.4,Vertiv Services,PO100491
2024-11,CHI01,AMER-East,OPS-DC,Vendor Services,48114,46778,-1336,-2.78,EcoCool,PO100492
2024-11,DAL01,AMER-Central,ENG-SVC,Maintenance Opex,320826,341095,20269,6.32,Schneider Services,PO100493
2024-11,DAL01,AMER-Central,ENG-SVC,Power Opex,393035,374351,-18684,-4.75,CBRE Ops,PO100494
2024-11,DAL01,AMER-Central,OPS-FAC,Capex Replacement,351277,349249,-2028,-0.58,CBRE Ops,PO100495
2024-11,DAL01,AMER-Central,OPS-FAC,Vendor Services,101198,104992,3794,3.75,FacilityPro,PO100496
2024-11,DEN01,AMER-Central,OPS-FAC,Maintenance Opex,51482,55753,4271,8.3,Vertiv Services,PO100497
2024-11,DEN01,AMER-Central,FIN-CAPEX,Power Opex,87018,83940,-3078,-3.54,Vertiv Services,PO100498
2024-11,DEN01,AMER-Central,OPS-DC,Capex Replacement,35043,39491,4448,12.69,CBRE Ops,PO100499
2024-11,DEN01,AMER-Central,OPS-DC,Vendor Services,18994,18112,-882,-4.64,FacilityPro,PO100500
2024-11,LAX01,AMER-West,FIN-CAPEX,Maintenance Opex,97795,109770,11975,12.25,Vertiv Services,PO100501
2024-11,LAX01,AMER-West,FIN-CAPEX,Power Opex,203795,214012,10217,5.01,DataVolt,PO100502
2024-11,LAX01,AMER-West,OPS-DC,Capex Replacement,159517,162736,3219,2.02,ABB Services,PO100503
2024-11,LAX01,AMER-West,OPS-DC,Vendor Services,17459,19103,1644,9.42,PowerGrid Mechanical,PO100504
2024-11,MIA01,AMER-Central,OPS-DC,Maintenance Opex,61412,62058,646,1.05,CBRE Ops,PO100505
2024-11,MIA01,AMER-Central,OPS-DC,Power Opex,94769,93156,-1613,-1.7,CBRE Ops,PO100506
2024-11,MIA01,AMER-Central,FIN-CAPEX,Capex Replacement,81369,91804,10435,12.82,DataVolt,PO100507
2024-11,MIA01,AMER-Central,OPS-FAC,Vendor Services,15380,15406,26,0.17,Vertiv Services,PO100508
2024-11,NYC01,AMER-East,OPS-FAC,Maintenance Opex,126308,128675,2367,1.87,ABB Services,PO100509
2024-11,NYC01,AMER-East,OPS-DC,Power Opex,240969,224969,-16000,-6.64,Vertiv Services,PO100510
2024-11,NYC01,AMER-East,ENG-SVC,Capex Replacement,185558,201950,16392,8.83,DataVolt,PO100511
2024-11,NYC01,AMER-East,ENG-SVC,Vendor Services,39042,38511,-531,-1.36,Schneider Services,PO100512
2024-11,PHX01,AMER-West,FIN-CAPEX,Maintenance Opex,100677,115412,14735,14.64,Schneider Services,PO100513
2024-11,PHX01,AMER-West,ENG-SVC,Power Opex,137072,131838,-5234,-3.82,CBRE Ops,PO100514
2024-11,PHX01,AMER-West,OPS-DC,Capex Replacement,131327,143810,12483,9.51,PowerGrid Mechanical,PO100515
2024-11,PHX01,AMER-West,FIN-CAPEX,Vendor Services,39267,38092,-1175,-2.99,CBRE Ops,PO100516
2024-11,SEA01,AMER-West,OPS-DC,Maintenance Opex,146886,143932,-2954,-2.01,Vertiv Services,PO100517
2024-11,SEA01,AMER-West,OPS-FAC,Power Opex,96685,92408,-4277,-4.42,PowerGrid Mechanical,PO100518
2024-11,SEA01,AMER-West,OPS-FAC,Capex Replacement,110496,123362,12866,11.64,Vertiv Services,PO100519
2024-11,SEA01,AMER-West,OPS-DC,Vendor Services,47141,47498,357,0.76,Vertiv Services,PO100520
2024-11,SJC01,AMER-West,ENG-SVC,Maintenance Opex,300671,307245,6574,2.19,PowerGrid Mechanical,PO100521
2024-11,SJC01,AMER-West,OPS-DC,Power Opex,515453,479323,-36130,-7.01,CBRE Ops,PO100522
2024-11,SJC01,AMER-West,OPS-FAC,Capex Replacement,277572,309656,32084,11.56,EcoCool,PO100523
2024-11,SJC01,AMER-West,FIN-CAPEX,Vendor Services,59495,60354,859,1.44,EcoCool,PO100524
2024-11,TOR01,AMER-Central,ENG-SVC,Maintenance Opex,196185,197060,875,0.45,DataVolt,PO100525
2024-11,TOR01,AMER-Central,OPS-DC,Power Opex,195586,181589,-13997,-7.16,FacilityPro,PO100526
2024-11,TOR01,AMER-Central,ENG-SVC,Capex Replacement,214367,228056,13689,6.39,FacilityPro,PO100527
2024-11,TOR01,AMER-Central,OPS-DC,Vendor Services,58723,68103,9380,15.97,Schneider Services,PO100528
2024-12,ASH01,AMER-East,ENG-SVC,Maintenance Opex,283482,326945,43463,15.33,EcoCool,PO100529
2024-12,ASH01,AMER-East,FIN-CAPEX,Power Opex,381942,438051,56109,14.69,DataVolt,PO100530
2024-12,ASH01,AMER-East,OPS-FAC,Capex Replacement,419137,476819,57682,13.76,ABB Services,PO100531
2024-12,ASH01,AMER-East,OPS-DC,Vendor Services,96300,93397,-2903,-3.01,EcoCool,PO100532
2024-12,ATL01,AMER-East,OPS-FAC,Maintenance Opex,108599,108395,-204,-0.19,CBRE Ops,PO100533
2024-12,ATL01,AMER-East,OPS-DC,Power Opex,111004,112562,1558,1.4,EcoCool,PO100534
2024-12,ATL01,AMER-East,OPS-DC,Capex Replacement,209488,203214,-6274,-2.99,FacilityPro,PO100535
2024-12,ATL01,AMER-East,OPS-DC,Vendor Services,27142,25079,-2063,-7.6,CBRE Ops,PO100536
2024-12,CHI01,AMER-East,FIN-CAPEX,Maintenance Opex,182783,193986,11203,6.13,Vertiv Services,PO100537
2024-12,CHI01,AMER-East,ENG-SVC,Power Opex,206917,198189,-8728,-4.22,EcoCool,PO100538
2024-12,CHI01,AMER-East,ENG-SVC,Capex Replacement,251796,245177,-6619,-2.63,DataVolt,PO100539
2024-12,CHI01,AMER-East,FIN-CAPEX,Vendor Services,59226,58975,-251,-0.42,Vertiv Services,PO100540
2024-12,DAL01,AMER-Central,OPS-FAC,Maintenance Opex,337895,343738,5843,1.73,FacilityPro,PO100541
2024-12,DAL01,AMER-Central,OPS-FAC,Power Opex,399376,413826,14450,3.62,ABB Services,PO100542
2024-12,DAL01,AMER-Central,ENG-SVC,Capex Replacement,526792,553208,26416,5.01,ABB Services,PO100543
2024-12,DAL01,AMER-Central,OPS-DC,Vendor Services,101239,98388,-2851,-2.82,PowerGrid Mechanical,PO100544
2024-12,DEN01,AMER-Central,FIN-CAPEX,Maintenance Opex,70871,79138,8267,11.66,EcoCool,PO100545
2024-12,DEN01,AMER-Central,OPS-DC,Power Opex,117854,109874,-7980,-6.77,CBRE Ops,PO100546
2024-12,DEN01,AMER-Central,ENG-SVC,Capex Replacement,116156,130267,14111,12.15,Vertiv Services,PO100547
2024-12,DEN01,AMER-Central,OPS-DC,Vendor Services,25028,27745,2717,10.86,ABB Services,PO100548
2024-12,LAX01,AMER-West,ENG-SVC,Maintenance Opex,162616,166496,3880,2.39,Schneider Services,PO100549
2024-12,LAX01,AMER-West,OPS-DC,Power Opex,179496,190579,11083,6.17,FacilityPro,PO100550
2024-12,LAX01,AMER-West,FIN-CAPEX,Capex Replacement,243185,255405,12220,5.02,ABB Services,PO100551
2024-12,LAX01,AMER-West,OPS-FAC,Vendor Services,37333,42453,5120,13.71,Vertiv Services,PO100552
2024-12,MIA01,AMER-Central,ENG-SVC,Maintenance Opex,32391,32491,100,0.31,EcoCool,PO100553
2024-12,MIA01,AMER-Central,FIN-CAPEX,Power Opex,78328,88357,10029,12.8,Vertiv Services,PO100554
2024-12,MIA01,AMER-Central,OPS-FAC,Capex Replacement,23372,22550,-822,-3.52,EcoCool,PO100555
2024-12,MIA01,AMER-Central,ENG-SVC,Vendor Services,9420,8761,-659,-7.0,PowerGrid Mechanical,PO100556
2024-12,NYC01,AMER-East,OPS-DC,Maintenance Opex,139021,129320,-9701,-6.98,PowerGrid Mechanical,PO100557
2024-12,NYC01,AMER-East,OPS-DC,Power Opex,223161,211163,-11998,-5.38,CBRE Ops,PO100558
2024-12,NYC01,AMER-East,ENG-SVC,Capex Replacement,218171,234670,16499,7.56,Schneider Services,PO100559
2024-12,NYC01,AMER-East,ENG-SVC,Vendor Services,18922,21306,2384,12.6,DataVolt,PO100560
2024-12,PHX01,AMER-West,FIN-CAPEX,Maintenance Opex,64824,72440,7616,11.75,DataVolt,PO100561
2024-12,PHX01,AMER-West,OPS-FAC,Power Opex,146551,142547,-4004,-2.73,EcoCool,PO100562
2024-12,PHX01,AMER-West,FIN-CAPEX,Capex Replacement,53643,51620,-2023,-3.77,ABB Services,PO100563
2024-12,PHX01,AMER-West,ENG-SVC,Vendor Services,21864,22976,1112,5.09,ABB Services,PO100564
2024-12,SEA01,AMER-West,OPS-DC,Maintenance Opex,103165,98423,-4742,-4.6,ABB Services,PO100565
2024-12,SEA01,AMER-West,OPS-DC,Power Opex,89850,94115,4265,4.75,CBRE Ops,PO100566
2024-12,SEA01,AMER-West,OPS-FAC,Capex Replacement,92467,100892,8425,9.11,ABB Services,PO100567
2024-12,SEA01,AMER-West,OPS-DC,Vendor Services,30029,31995,1966,6.55,CBRE Ops,PO100568
2024-12,SJC01,AMER-West,OPS-DC,Maintenance Opex,287091,279821,-7270,-2.53,Schneider Services,PO100569
2024-12,SJC01,AMER-West,ENG-SVC,Power Opex,334194,364099,29905,8.95,EcoCool,PO100570
2024-12,SJC01,AMER-West,OPS-FAC,Capex Replacement,407869,458420,50551,12.39,CBRE Ops,PO100571
2024-12,SJC01,AMER-West,OPS-DC,Vendor Services,97639,100550,2911,2.98,ABB Services,PO100572
2024-12,TOR01,AMER-Central,ENG-SVC,Maintenance Opex,94527,97377,2850,3.02,DataVolt,PO100573
2024-12,TOR01,AMER-Central,OPS-FAC,Power Opex,149642,153877,4235,2.83,FacilityPro,PO100574
2024-12,TOR01,AMER-Central,OPS-DC,Capex Replacement,96589,106209,9620,9.96,PowerGrid Mechanical,PO100575
2024-12,TOR01,AMER-Central,FIN-CAPEX,Vendor Services,33497,33864,367,1.1,CBRE Ops,PO100576
2025-01,ASH01,AMER-East,ENG-SVC,Maintenance Opex,241152,270580,29428,12.2,DataVolt,PO100577
2025-01,ASH01,AMER-East,ENG-SVC,Power Opex,442240,505174,62934,14.23,ABB Services,PO100578
2025-01,ASH01,AMER-East,FIN-CAPEX,Capex Replacement,353388,404568,51180,14.48,Schneider Services,PO100579
2025-01,ASH01,AMER-East,OPS-FAC,Vendor Services,80973,86491,5518,6.81,EcoCool,PO100580
2025-01,ATL01,AMER-East,FIN-CAPEX,Maintenance Opex,120247,118920,-1327,-1.1,CBRE Ops,PO100581
2025-01,ATL01,AMER-East,ENG-SVC,Power Opex,129425,131047,1622,1.25,EcoCool,PO100582
2025-01,ATL01,AMER-East,OPS-DC,Capex Replacement,220856,244568,23712,10.74,DataVolt,PO100583
2025-01,ATL01,AMER-East,OPS-FAC,Vendor Services,36469,38604,2135,5.85,CBRE Ops,PO100584
2025-01,CHI01,AMER-East,OPS-DC,Maintenance Opex,163773,153383,-10390,-6.34,EcoCool,PO100585
2025-01,CHI01,AMER-East,OPS-DC,Power Opex,195328,219226,23898,12.23,PowerGrid Mechanical,PO100586
2025-01,CHI01,AMER-East,FIN-CAPEX,Capex Replacement,215861,226627,10766,4.99,Vertiv Services,PO100587
2025-01,CHI01,AMER-East,OPS-FAC,Vendor Services,41681,46951,5270,12.64,CBRE Ops,PO100588
2025-01,DAL01,AMER-Central,OPS-FAC,Maintenance Opex,302893,300232,-2661,-0.88,Vertiv Services,PO100589
2025-01,DAL01,AMER-Central,OPS-DC,Power Opex,466161,486568,20407,4.38,EcoCool,PO100590
2025-01,DAL01,AMER-Central,OPS-DC,Capex Replacement,402083,395873,-6210,-1.54,ABB Services,PO100591
2025-01,DAL01,AMER-Central,OPS-DC,Vendor Services,68203,78899,10696,15.68,Vertiv Services,PO100592
2025-01,DEN01,AMER-Central,OPS-FAC,Maintenance Opex,25513,28985,3472,13.61,ABB Services,PO100593
2025-01,DEN01,AMER-Central,OPS-DC,Power Opex,101074,106295,5221,5.17,EcoCool,PO100594
2025-01,DEN01,AMER-Central,OPS-DC,Capex Replacement,19648,22579,2931,14.92,Vertiv Services,PO100595
2025-01,DEN01,AMER-Central,OPS-FAC,Vendor Services,6795,6526,-269,-3.96,EcoCool,PO100596
2025-01,LAX01,AMER-West,OPS-DC,Maintenance Opex,138978,155598,16620,11.96,FacilityPro,PO100597
2025-01,LAX01,AMER-West,OPS-DC,Power Opex,150956,170914,19958,13.22,EcoCool,PO100598
2025-01,LAX01,AMER-West,OPS-FAC,Capex Replacement,182496,182032,-464,-0.25,PowerGrid Mechanical,PO100599
2025-01,LAX01,AMER-West,ENG-SVC,Vendor Services,38474,36865,-1609,-4.18,FacilityPro,PO100600
2025-01,MIA01,AMER-Central,OPS-DC,Maintenance Opex,34319,32786,-1533,-4.47,ABB Services,PO100601
2025-01,MIA01,AMER-Central,OPS-FAC,Power Opex,96398,90871,-5527,-5.73,ABB Services,PO100602
2025-01,MIA01,AMER-Central,OPS-FAC,Capex Replacement,31038,31952,914,2.94,PowerGrid Mechanical,PO100603
2025-01,MIA01,AMER-Central,FIN-CAPEX,Vendor Services,5818,5679,-139,-2.39,FacilityPro,PO100604
2025-01,NYC01,AMER-East,OPS-DC,Maintenance Opex,121594,134774,13180,10.84,PowerGrid Mechanical,PO100605
2025-01,NYC01,AMER-East,OPS-FAC,Power Opex,204658,220717,16059,7.85,FacilityPro,PO100606
2025-01,NYC01,AMER-East,OPS-FAC,Capex Replacement,204404,217050,12646,6.19,ABB Services,PO100607
2025-01,NYC01,AMER-East,OPS-FAC,Vendor Services,46037,46612,575,1.25,CBRE Ops,PO100608
2025-01,PHX01,AMER-West,OPS-DC,Maintenance Opex,65972,75353,9381,14.22,Schneider Services,PO100609
2025-01,PHX01,AMER-West,OPS-FAC,Power Opex,150253,142188,-8065,-5.37,PowerGrid Mechanical,PO100610
2025-01,PHX01,AMER-West,ENG-SVC,Capex Replacement,47998,47211,-787,-1.64,FacilityPro,PO100611
2025-01,PHX01,AMER-West,ENG-SVC,Vendor Services,12887,13965,1078,8.37,DataVolt,PO100612
2025-01,SEA01,AMER-West,ENG-SVC,Maintenance Opex,102654,106995,4341,4.23,PowerGrid Mechanical,PO100613
2025-01,SEA01,AMER-West,OPS-FAC,Power Opex,104680,105051,371,0.35,DataVolt,PO100614
2025-01,SEA01,AMER-West,OPS-DC,Capex Replacement,85903,85357,-546,-0.64,Vertiv Services,PO100615
2025-01,SEA01,AMER-West,OPS-DC,Vendor Services,26333,30276,3943,14.97,EcoCool,PO100616
2025-01,SJC01,AMER-West,OPS-FAC,Maintenance Opex,214134,243415,29281,13.67,Schneider Services,PO100617
2025-01,SJC01,AMER-West,FIN-CAPEX,Power Opex,377386,402978,25592,6.78,ABB Services,PO100618
2025-01,SJC01,AMER-West,OPS-DC,Capex Replacement,469125,485663,16538,3.53,PowerGrid Mechanical,PO100619
2025-01,SJC01,AMER-West,OPS-DC,Vendor Services,46817,46286,-531,-1.13,DataVolt,PO100620
2025-01,TOR01,AMER-Central,ENG-SVC,Maintenance Opex,204959,203305,-1654,-0.81,ABB Services,PO100621
2025-01,TOR01,AMER-Central,OPS-DC,Power Opex,191769,210670,18901,9.86,DataVolt,PO100622
2025-01,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,203071,211521,8450,4.16,ABB Services,PO100623
2025-01,TOR01,AMER-Central,OPS-DC,Vendor Services,60052,65319,5267,8.77,EcoCool,PO100624
2025-02,ASH01,AMER-East,FIN-CAPEX,Maintenance Opex,262597,286081,23484,8.94,PowerGrid Mechanical,PO100625
2025-02,ASH01,AMER-East,FIN-CAPEX,Power Opex,404179,427439,23260,5.75,Vertiv Services,PO100626
2025-02,ASH01,AMER-East,OPS-DC,Capex Replacement,427775,490015,62240,14.55,CBRE Ops,PO100627
2025-02,ASH01,AMER-East,FIN-CAPEX,Vendor Services,75259,72131,-3128,-4.16,Schneider Services,PO100628
2025-02,ATL01,AMER-East,OPS-DC,Maintenance Opex,107966,104823,-3143,-2.91,Vertiv Services,PO100629
2025-02,ATL01,AMER-East,OPS-FAC,Power Opex,103709,102283,-1426,-1.38,Schneider Services,PO100630
2025-02,ATL01,AMER-East,OPS-DC,Capex Replacement,167062,173868,6806,4.07,DataVolt,PO100631
2025-02,ATL01,AMER-East,ENG-SVC,Vendor Services,29622,29274,-348,-1.17,EcoCool,PO100632
2025-02,CHI01,AMER-East,OPS-DC,Maintenance Opex,148494,157001,8507,5.73,PowerGrid Mechanical,PO100633
2025-02,CHI01,AMER-East,FIN-CAPEX,Power Opex,204988,209146,4158,2.03,CBRE Ops,PO100634
2025-02,CHI01,AMER-East,FIN-CAPEX,Capex Replacement,266492,250587,-15905,-5.97,Schneider Services,PO100635
2025-02,CHI01,AMER-East,ENG-SVC,Vendor Services,32361,31091,-1270,-3.92,EcoCool,PO100636
2025-02,DAL01,AMER-Central,OPS-FAC,Maintenance Opex,305664,329542,23878,7.81,PowerGrid Mechanical,PO100637
2025-02,DAL01,AMER-Central,FIN-CAPEX,Power Opex,440975,470748,29773,6.75,Schneider Services,PO100638
2025-02,DAL01,AMER-Central,OPS-DC,Capex Replacement,398898,380144,-18754,-4.7,ABB Services,PO100639
2025-02,DAL01,AMER-Central,OPS-FAC,Vendor Services,61997,58115,-3882,-6.26,EcoCool,PO100640
2025-02,DEN01,AMER-Central,ENG-SVC,Maintenance Opex,62664,60562,-2102,-3.35,EcoCool,PO100641
2025-02,DEN01,AMER-Central,OPS-DC,Power Opex,76083,86028,9945,13.07,EcoCool,PO100642
2025-02,DEN01,AMER-Central,FIN-CAPEX,Capex Replacement,41214,44206,2992,7.26,PowerGrid Mechanical,PO100643
2025-02,DEN01,AMER-Central,FIN-CAPEX,Vendor Services,10731,10589,-142,-1.32,Vertiv Services,PO100644
2025-02,LAX01,AMER-West,OPS-DC,Maintenance Opex,73547,82488,8941,12.16,CBRE Ops,PO100645
2025-02,LAX01,AMER-West,OPS-FAC,Power Opex,219618,221403,1785,0.81,Vertiv Services,PO100646
2025-02,LAX01,AMER-West,OPS-FAC,Capex Replacement,80060,81913,1853,2.31,PowerGrid Mechanical,PO100647
2025-02,LAX01,AMER-West,OPS-DC,Vendor Services,23409,22652,-757,-3.23,CBRE Ops,PO100648
2025-02,MIA01,AMER-Central,OPS-FAC,Maintenance Opex,73285,69865,-3420,-4.67,CBRE Ops,PO100649
2025-02,MIA01,AMER-Central,OPS-FAC,Power Opex,91220,105146,13926,15.27,EcoCool,PO100650
2025-02,MIA01,AMER-Central,FIN-CAPEX,Capex Replacement,101556,115265,13709,13.5,Schneider Services,PO100651
2025-02,MIA01,AMER-Central,OPS-DC,Vendor Services,16255,15644,-611,-3.76,Vertiv Services,PO100652
2025-02,NYC01,AMER-East,OPS-DC,Maintenance Opex,102712,105518,2806,2.73,EcoCool,PO100653
2025-02,NYC01,AMER-East,OPS-DC,Power Opex,206419,209041,2622,1.27,ABB Services,PO100654
2025-02,NYC01,AMER-East,OPS-FAC,Capex Replacement,138257,130011,-8246,-5.96,Vertiv Services,PO100655
2025-02,NYC01,AMER-East,OPS-DC,Vendor Services,29910,33400,3490,11.67,Vertiv Services,PO100656
2025-02,PHX01,AMER-West,OPS-DC,Maintenance Opex,76886,85682,8796,11.44,EcoCool,PO100657
2025-02,PHX01,AMER-West,OPS-DC,Power Opex,94687,106798,12111,12.79,DataVolt,PO100658
2025-02,PHX01,AMER-West,OPS-DC,Capex Replacement,87053,95142,8089,9.29,Schneider Services,PO100659
2025-02,PHX01,AMER-West,FIN-CAPEX,Vendor Services,28006,26406,-1600,-5.71,DataVolt,PO100660
2025-02,SEA01,AMER-West,OPS-FAC,Maintenance Opex,113927,127081,13154,11.55,CBRE Ops,PO100661
2025-02,SEA01,AMER-West,OPS-DC,Power Opex,82393,91174,8781,10.66,ABB Services,PO100662
2025-02,SEA01,AMER-West,OPS-DC,Capex Replacement,237646,219409,-18237,-7.67,PowerGrid Mechanical,PO100663
2025-02,SEA01,AMER-West,OPS-FAC,Vendor Services,33152,30795,-2357,-7.11,DataVolt,PO100664
2025-02,SJC01,AMER-West,OPS-FAC,Maintenance Opex,254587,263294,8707,3.42,FacilityPro,PO100665
2025-02,SJC01,AMER-West,OPS-FAC,Power Opex,476356,488818,12462,2.62,ABB Services,PO100666
2025-02,SJC01,AMER-West,OPS-DC,Capex Replacement,410860,449073,38213,9.3,ABB Services,PO100667
2025-02,SJC01,AMER-West,ENG-SVC,Vendor Services,39271,42329,3058,7.79,FacilityPro,PO100668
2025-02,TOR01,AMER-Central,ENG-SVC,Maintenance Opex,113431,123346,9915,8.74,Vertiv Services,PO100669
2025-02,TOR01,AMER-Central,FIN-CAPEX,Power Opex,176101,194589,18488,10.5,Vertiv Services,PO100670
2025-02,TOR01,AMER-Central,FIN-CAPEX,Capex Replacement,116542,132762,16220,13.92,EcoCool,PO100671
2025-02,TOR01,AMER-Central,FIN-CAPEX,Vendor Services,19659,21919,2260,11.5,Vertiv Services,PO100672
2025-03,ASH01,AMER-East,OPS-DC,Maintenance Opex,289331,331849,42518,14.7,DataVolt,PO100673
2025-03,ASH01,AMER-East,OPS-FAC,Power Opex,409783,382716,-27067,-6.61,DataVolt,PO100674
2025-03,ASH01,AMER-East,OPS-FAC,Capex Replacement,301096,340876,39780,13.21,PowerGrid Mechanical,PO100675
2025-03,ASH01,AMER-East,FIN-CAPEX,Vendor Services,97031,109075,12044,12.41,PowerGrid Mechanical,PO100676
2025-03,ATL01,AMER-East,FIN-CAPEX,Maintenance Opex,135110,152751,17641,13.06,PowerGrid Mechanical,PO100677
2025-03,ATL01,AMER-East,OPS-FAC,Power Opex,116852,116755,-97,-0.08,DataVolt,PO100678
2025-03,ATL01,AMER-East,FIN-CAPEX,Capex Replacement,197682,186581,-11101,-5.62,ABB Services,PO100679
2025-03,ATL01,AMER-East,FIN-CAPEX,Vendor Services,42630,48183,5553,13.03,DataVolt,PO100680
2025-03,CHI01,AMER-East,OPS-DC,Maintenance Opex,126776,137212,10436,8.23,CBRE Ops,PO100681
2025-03,CHI01,AMER-East,ENG-SVC,Power Opex,192762,190382,-2380,-1.23,EcoCool,PO100682
2025-03,CHI01,AMER-East,OPS-DC,Capex Replacement,195935,187972,-7963,-4.06,PowerGrid Mechanical,PO100683
2025-03,CHI01,AMER-East,OPS-DC,Vendor Services,48522,47250,-1272,-2.62,PowerGrid Mechanical,PO100684
2025-03,DAL01,AMER-Central,OPS-DC,Maintenance Opex,264359,288040,23681,8.96,CBRE Ops,PO100685
2025-03,DAL01,AMER-Central,OPS-DC,Power Opex,312034,350013,37979,12.17,FacilityPro,PO100686
2025-03,DAL01,AMER-Central,OPS-DC,Capex Replacement,246670,247982,1312,0.53,EcoCool,PO100687
2025-03,DAL01,AMER-Central,ENG-SVC,Vendor Services,61162,70600,9438,15.43,CBRE Ops,PO100688
2025-03,DEN01,AMER-Central,OPS-FAC,Maintenance Opex,48661,45199,-3462,-7.11,Vertiv Services,PO100689
2025-03,DEN01,AMER-Central,OPS-DC,Power Opex,89703,103565,13862,15.45,Schneider Services,PO100690
2025-03,DEN01,AMER-Central,ENG-SVC,Capex Replacement,30710,29589,-1121,-3.65,PowerGrid Mechanical,PO100691
2025-03,DEN01,AMER-Central,OPS-DC,Vendor Services,13895,14472,577,4.15,FacilityPro,PO100692
2025-03,LAX01,AMER-West,OPS-FAC,Maintenance Opex,134202,133036,-1166,-0.87,ABB Services,PO100693
2025-03,LAX01,AMER-West,FIN-CAPEX,Power Opex,187219,207471,20252,10.82,CBRE Ops,PO100694
2025-03,LAX01,AMER-West,OPS-DC,Capex Replacement,215946,225435,9489,4.39,FacilityPro,PO100695
2025-03,LAX01,AMER-West,FIN-CAPEX,Vendor Services,23423,25994,2571,10.98,Schneider Services,PO100696
2025-03,MIA01,AMER-Central,ENG-SVC,Maintenance Opex,61033,69869,8836,14.48,ABB Services,PO100697
2025-03,MIA01,AMER-Central,OPS-DC,Power Opex,111761,125132,13371,11.96,FacilityPro,PO100698
2025-03,MIA01,AMER-Central,ENG-SVC,Capex Replacement,92818,97288,4470,4.82,Vertiv Services,PO100699
2025-03,MIA01,AMER-Central,OPS-FAC,Vendor Services,17437,19193,1756,10.07,Schneider Services,PO100700
2025-03,NYC01,AMER-East,OPS-DC,Maintenance Opex,172510,189819,17309,10.03,Vertiv Services,PO100701
2025-03,NYC01,AMER-East,ENG-SVC,Power Opex,230035,215692,-14343,-6.24,Vertiv Services,PO100702
2025-03,NYC01,AMER-East,OPS-DC,Capex Replacement,311263,287029,-24234,-7.79,ABB Services,PO100703
2025-03,NYC01,AMER-East,OPS-DC,Vendor Services,59285,64160,4875,8.22,ABB Services,PO100704
2025-03,PHX01,AMER-West,ENG-SVC,Maintenance Opex,78656,77551,-1105,-1.4,Vertiv Services,PO100705
2025-03,PHX01,AMER-West,OPS-FAC,Power Opex,106133,113910,7777,7.33,Schneider Services,PO100706
2025-03,PHX01,AMER-West,ENG-SVC,Capex Replacement,93387,101472,8085,8.66,ABB Services,PO100707
2025-03,PHX01,AMER-West,ENG-SVC,Vendor Services,23362,25931,2569,11.0,ABB Services,PO100708
2025-03,SEA01,AMER-West,OPS-FAC,Maintenance Opex,134487,128336,-6151,-4.57,DataVolt,PO100709
2025-03,SEA01,AMER-West,OPS-DC,Power Opex,113251,117794,4543,4.01,PowerGrid Mechanical,PO100710
2025-03,SEA01,AMER-West,OPS-FAC,Capex Replacement,210620,212129,1509,0.72,EcoCool,PO100711
2025-03,SEA01,AMER-West,FIN-CAPEX,Vendor Services,35176,35781,605,1.72,PowerGrid Mechanical,PO100712
2025-03,SJC01,AMER-West,OPS-DC,Maintenance Opex,281261,263896,-17365,-6.17,DataVolt,PO100713
2025-03,SJC01,AMER-West,OPS-FAC,Power Opex,370675,411660,40985,11.06,PowerGrid Mechanical,PO100714
2025-03,SJC01,AMER-West,OPS-FAC,Capex Replacement,575788,559879,-15909,-2.76,FacilityPro,PO100715
2025-03,SJC01,AMER-West,OPS-DC,Vendor Services,72797,67187,-5610,-7.71,Schneider Services,PO100716
2025-03,TOR01,AMER-Central,FIN-CAPEX,Maintenance Opex,187696,177795,-9901,-5.28,EcoCool,PO100717
2025-03,TOR01,AMER-Central,OPS-DC,Power Opex,164166,172041,7875,4.8,CBRE Ops,PO100718
2025-03,TOR01,AMER-Central,OPS-DC,Capex Replacement,151156,147543,-3613,-2.39,EcoCool,PO100719
2025-03,TOR01,AMER-Central,OPS-DC,Vendor Services,38026,42350,4324,11.37,DataVolt,PO100720
