asset_id,site_code,region,asset_type,manufacturer,model_number,serial_number,install_date,commission_date,expected_life_years,current_age_years,asset_condition,condition_score,criticality_level,capacity_rating,capacity_unit,replacement_cost_usd,depreciated_value_usd,asset_status,energy_efficiency_rating,last_maintenance_date
AST00288,ASH01,AMER-East,Chiller,York,YOR-CHI-747,SN154624288,2010-03-14,2010-03-24,11,15.3,Critical,25.3,High,574,Tons,236492,35473,Retired,B,
AST00289,LAX01,AMER-West,PDU,ABB,ABB-PDU-259,SN749991289,2020-03-02,2020-04-13,14,5.3,Good,75.5,High,216,Amps,145732,99757,Standby,A,2025-06-13
AST00290,SJC01,AMER-West,PDU,Schneider,SCH-PDU-358,SN698357290,2021-05-16,2021-05-26,14,4.1,Good,85.3,High,876,Amps,64201,48532,Active,C,2025-06-28
AST00291,SEA01,AMER-West,UPS,Schneider,SCH-UPS-897,SN415507291,2017-04-15,2017-04-27,12,8.2,Warning,74.1,Medium,911,kVA,265915,114491,Standby,A,2025-06-12
AST00292,DAL01,AMER-Central,Cooling,Carrier,CAR-COO-552,SN142828292,2019-11-29,2020-01-01,10,5.6,Warning,72.1,High,366,Tons,133910,71418,Active,A,2025-05-06
AST00293,ATL01,AMER-East,Chiller,Trane,TRA-CHI-769,SN854296293,2012-10-13,2012-12-11,11,12.7,Critical,34.2,Low,161,Tons,280400,42060,Active,C,2025-06-08
AST00294,NYC01,AMER-East,Cooling,Stulz,STU-COO-747,SN270963294,2015-04-16,2015-04-23,10,10.2,Critical,35.6,Medium,223,Tons,146437,21965,Active,A,2025-06-28
AST00295,SEA01,AMER-West,Cooling,Trane,TRA-COO-385,SN984884295,2010-08-25,2010-09-18,10,14.8,Critical,25.0,Medium,310,Tons,69895,10484,Active,C,2025-06-22
AST00296,ATL01,AMER-East,Chiller,York,YOR-CHI-883,SN110699296,2012-10-09,2012-11-20,11,12.7,Critical,42.0,Low,649,Tons,139169,20875,Active,A,2025-06-12
AST00297,TOR01,AMER-Central,PDU,Schneider,SCH-PDU-440,SN659873297,2016-12-31,2017-01-31,14,8.5,Warning,61.1,Medium,910,Amps,129416,63937,Active,B,2025-05-02
AST00298,SEA01,AMER-West,Generator,Kohler,KOH-GEN-279,SN798045298,2023-07-02,2023-07-29,15,2.0,Good,83.3,Medium,2689,kW,316035,280920,Active,B,2025-06-10
AST00299,SJC01,AMER-West,PDU,ABB,ABB-PDU-242,SN826331299,2022-01-24,2022-03-06,14,3.4,Good,89.8,Medium,393,Amps,106929,85288,Active,A,2025-05-05
AST00300,CHI01,AMER-East,UPS,Vertiv,VER-UPS-338,SN985296300,2021-03-31,2021-05-16,12,4.2,Good,77.0,High,927,kVA,177468,125706,Active,B,2025-05-15
AST00301,DEN01,AMER-Central,UPS,Vertiv,VER-UPS-561,SN173861301,2015-01-01,2015-01-08,12,10.5,Critical,54.5,Low,1280,kVA,130461,35333,Active,B,2025-05-01
AST00302,LAX01,AMER-West,Generator,Caterpillar,CAT-GEN-498,SN736308302,2010-03-14,2010-04-22,15,15.3,Warning,57.9,Medium,1129,kW,934801,140220,Active,A,2025-06-21
AST00303,ASH01,AMER-East,Generator,Cummins,CUM-GEN-921,SN129984303,2021-12-10,2022-01-19,15,3.6,Good,85.2,Low,1094,kW,285901,228720,Active,A,2025-05-26
AST00304,DAL01,AMER-Central,Chiller,Daikin,DAI-CHI-435,SN793045304,2013-02-07,2013-03-29,11,12.4,Critical,39.4,High,530,Tons,234099,35114,Active,B,2025-04-08
AST00305,TOR01,AMER-Central,Cooling,Carrier,CAR-COO-636,SN656110305,2018-01-25,2018-02-02,10,7.4,Critical,53.7,Medium,252,Tons,193955,74349,Active,B,2025-06-17
AST00306,SJC01,AMER-West,Chiller,York,YOR-CHI-707,SN325371306,2021-07-25,2021-08-11,11,3.9,Good,83.0,Medium,692,Tons,284685,200573,Active,B,2025-02-07
AST00307,SJC01,AMER-West,Chiller,Daikin,DAI-CHI-489,SN479551307,2019-11-13,2019-12-16,11,5.6,Warning,65.4,Medium,192,Tons,180545,103950,Active,A,2025-06-21
AST00308,DEN01,AMER-Central,Cooling,Carrier,CAR-COO-566,SN402066308,2017-06-03,2017-06-12,10,8.1,Critical,54.4,Medium,345,Tons,169792,55182,Active,B,2025-06-12
AST00309,ASH01,AMER-East,Generator,Kohler,KOH-GEN-155,SN256104309,2022-12-21,2023-01-17,15,2.5,Good,98.0,High,3130,kW,324936,279806,Active,A,2025-06-26
AST00310,SJC01,AMER-West,Cooling,Stulz,STU-COO-428,SN325469310,2021-08-15,2021-10-04,10,3.9,Critical,77.9,High,342,Tons,162359,109592,Retired,C,
AST00311,ASH01,AMER-East,Chiller,Trane,TRA-CHI-714,SN679111311,2011-02-04,2011-02-25,11,14.4,Critical,28.1,High,250,Tons,319900,47985,Retired,C,
AST00312,TOR01,AMER-Central,PDU,Eaton,EAT-PDU-519,SN898843312,2012-03-30,2012-05-11,14,13.3,Critical,42.6,Medium,917,Amps,96196,20040,Active,A,2025-06-22
AST00313,ASH01,AMER-East,Generator,Cummins,CUM-GEN-697,SN955684313,2015-11-10,2016-01-08,15,9.6,Warning,55.6,Medium,1385,kW,343037,160083,Active,A,2025-06-18
AST00314,SEA01,AMER-West,Cooling,Carrier,CAR-COO-841,SN304366314,2016-04-12,2016-05-07,10,9.2,Critical,48.9,Low,217,Tons,89022,20771,Active,B,2025-05-14
AST00315,TOR01,AMER-Central,PDU,Schneider,SCH-PDU-799,SN503850315,2012-06-19,2012-07-14,14,13.0,Critical,42.0,Medium,457,Amps,74300,16805,Active,C,2025-06-11
AST00316,LAX01,AMER-West,PDU,Schneider,SCH-PDU-807,SN780481316,2017-01-01,2017-02-26,14,8.5,Warning,66.4,Medium,773,Amps,138947,68646,Active,B,2025-04-16
AST00317,PHX01,AMER-West,Chiller,Daikin,DAI-CHI-535,SN917052317,2011-08-17,2011-09-28,11,13.9,Critical,25.0,High,703,Tons,315113,47266,Active,A,2025-06-26
AST00318,SEA01,AMER-West,UPS,Eaton,EAT-UPS-724,SN153352318,2016-09-10,2016-10-01,12,8.8,Warning,56.6,Medium,1393,kVA,194576,75668,Active,C,2025-04-12
AST00319,CHI01,AMER-East,Generator,Cummins,CUM-GEN-341,SN513497319,2011-07-26,2011-09-08,15,13.9,Critical,47.6,High,1788,kW,669878,152583,Active,C,2025-06-11
AST00320,DAL01,AMER-Central,UPS,Eaton,EAT-UPS-875,SN521818320,2017-10-20,2017-11-15,12,7.7,Warning,62.1,High,449,kVA,244544,113780,Active,A,2025-02-07
AST00321,CHI01,AMER-East,Cooling,Carrier,CAR-COO-272,SN196722321,2010-03-20,2010-03-29,10,15.3,Critical,25.0,High,166,Tons,125920,18888,Active,B,2025-06-21
AST00322,SJC01,AMER-West,Cooling,Carrier,CAR-COO-142,SN529440322,2021-06-14,2021-08-02,10,4.0,Good,84.8,Low,231,Tons,148588,99058,Active,A,2025-04-20
AST00323,DAL01,AMER-Central,Cooling,Stulz,STU-COO-465,SN672643323,2010-05-28,2010-06-12,10,15.1,Critical,25.0,High,290,Tons,190426,28563,Active,C,2025-06-27
AST00324,SJC01,AMER-West,Chiller,Trane,TRA-CHI-590,SN192601324,2011-07-17,2011-07-26,11,14.0,Critical,39.1,Low,499,Tons,256511,38476,Active,B,2025-06-20
AST00325,PHX01,AMER-West,Chiller,Daikin,DAI-CHI-436,SN248702325,2014-04-23,2014-05-05,11,11.2,Critical,44.2,Medium,509,Tons,247896,37559,Active,C,2025-06-04
AST00326,SJC01,AMER-West,Chiller,Trane,TRA-CHI-562,SN619089326,2016-07-04,2016-07-11,11,9.0,Critical,49.1,Medium,710,Tons,302051,96107,Active,B,2025-06-21
AST00327,DAL01,AMER-Central,PDU,ABB,ABB-PDU-877,SN659252327,2014-06-02,2014-07-12,14,11.1,Warning,63.1,Medium,801,Amps,50978,17296,Active,B,2025-06-13
AST00328,LAX01,AMER-West,Chiller,Daikin,DAI-CHI-473,SN854444328,2012-02-09,2012-04-06,11,13.4,Critical,32.6,High,309,Tons,232990,34948,Active,C,2025-05-25
AST00329,SJC01,AMER-West,Chiller,Trane,TRA-CHI-622,SN247977329,2020-11-27,2020-12-16,11,4.6,Good,80.8,Low,422,Tons,209489,136485,Active,B,2025-01-23
AST00330,ASH01,AMER-East,Chiller,York,YOR-CHI-764,SN170119330,2016-02-09,2016-02-27,11,9.4,Warning,60.5,High,273,Tons,225432,64897,Active,B,2025-06-20
AST00331,DAL01,AMER-Central,UPS,Eaton,EAT-UPS-785,SN184080331,2020-02-15,2020-03-11,12,5.4,Warning,73.7,High,371,kVA,214447,134029,Active,B,2025-06-24
AST00332,ASH01,AMER-East,Cooling,Stulz,STU-COO-596,SN661931332,2010-02-08,2010-03-25,10,15.4,Critical,25.0,High,97,Tons,165500,24825,Active,C,2025-06-10
AST00333,CHI01,AMER-East,UPS,Schneider,SCH-UPS-762,SN769931333,2019-07-01,2019-08-06,12,6.0,Good,75.1,Medium,452,kVA,148005,86336,Active,A,2025-02-20
AST00334,PHX01,AMER-West,Generator,Kohler,KOH-GEN-444,SN667829334,2021-11-09,2021-12-11,15,3.6,Good,98.0,Low,1769,kW,868316,694652,Active,B,2025-05-23
AST00335,SJC01,AMER-West,UPS,Vertiv,VER-UPS-706,SN584814335,2021-10-18,2021-12-12,12,3.7,Good,88.7,High,337,kVA,147804,109826,Active,A,2025-03-18
AST00336,PHX01,AMER-West,UPS,Eaton,EAT-UPS-782,SN651332336,2016-05-14,2016-06-20,12,9.1,Warning,62.3,Medium,945,kVA,98706,36329,Standby,A,2025-05-22
AST00337,SJC01,AMER-West,PDU,Eaton,EAT-PDU-380,SN680735337,2011-12-04,2012-01-14,14,13.6,Critical,47.7,Low,285,Amps,86321,16442,Active,B,2025-05-11
AST00338,CHI01,AMER-East,PDU,Schneider,SCH-PDU-683,SN515872338,2020-03-16,2020-05-03,14,5.3,Warning,73.2,Low,664,Amps,127368,87186,Active,C,2025-06-19
AST00339,SEA01,AMER-West,Chiller,Trane,TRA-CHI-109,SN789556339,2015-01-30,2015-03-21,11,10.4,Critical,43.9,High,380,Tons,276570,58666,Retired,C,
AST00340,LAX01,AMER-West,Chiller,York,YOR-CHI-211,SN531116340,2018-08-04,2018-08-17,11,6.9,Warning,69.6,Low,649,Tons,228777,109189,Active,A,2025-06-25
AST00341,DAL01,AMER-Central,UPS,Eaton,EAT-UPS-113,SN245016341,2017-04-03,2017-05-11,12,8.2,Warning,64.6,Medium,1293,kVA,207322,89263,Active,A,2025-02-05
AST00342,ASH01,AMER-East,UPS,Vertiv,VER-UPS-854,SN845182342,2020-11-27,2021-01-25,12,4.6,Good,81.2,Medium,1343,kVA,190483,129634,Active,A,2025-06-18
AST00343,SEA01,AMER-West,Cooling,Carrier,CAR-COO-326,SN647993343,2013-11-05,2013-12-16,10,11.6,Critical,44.7,Low,309,Tons,168892,25333,Active,A,2025-06-28
AST00344,SJC01,AMER-West,Generator,Caterpillar,CAT-GEN-970,SN290868344,2023-06-19,2023-07-03,15,2.0,Good,97.0,Medium,3085,kW,868717,772192,Standby,A,2025-04-08
AST00345,NYC01,AMER-East,UPS,Vertiv,VER-UPS-625,SN169122345,2021-09-23,2021-10-21,12,3.8,Good,78.7,Low,585,kVA,358787,264107,Active,C,2025-06-28
AST00346,ASH01,AMER-East,PDU,ABB,ABB-PDU-987,SN209079346,2018-01-26,2018-03-05,14,7.4,Good,88.8,High,743,Amps,59226,33138,Active,B,2025-06-07
AST00347,NYC01,AMER-East,UPS,Eaton,EAT-UPS-977,SN417650347,2018-12-04,2018-12-30,12,6.6,Warning,69.7,Low,913,kVA,132092,71549,Active,B,2025-06-03
AST00348,PHX01,AMER-West,Cooling,Carrier,CAR-COO-413,SN793221348,2011-06-26,2011-08-22,10,14.0,Critical,32.2,High,435,Tons,206330,30949,Active,A,2025-06-25
AST00349,SJC01,AMER-West,Cooling,Stulz,STU-COO-212,SN879446349,2011-03-08,2011-04-14,10,14.3,Critical,25.0,High,225,Tons,164134,24620,Active,B,2025-06-14
AST00350,DAL01,AMER-Central,PDU,Eaton,EAT-PDU-212,SN446874350,2014-07-10,2014-08-11,14,11.0,Critical,54.7,Medium,912,Amps,120054,41447,Active,C,2025-06-04
AST00351,DEN01,AMER-Central,Generator,Cummins,CUM-GEN-260,SN553008351,2023-11-15,2023-11-25,15,1.6,Good,87.8,Medium,2283,kW,591955,539336,Active,C,2025-04-09
AST00352,ASH01,AMER-East,PDU,ABB,ABB-PDU-498,SN785614352,2015-07-04,2015-07-22,14,10.0,Warning,68.1,High,273,Amps,102418,41454,Active,A,2025-06-21
AST00353,ATL01,AMER-East,Cooling,Trane,TRA-COO-672,SN763689353,2022-11-11,2023-01-04,10,2.6,Good,76.9,Medium,338,Tons,119220,93389,Active,B,2025-06-08
AST00354,ASH01,AMER-East,Cooling,Trane,TRA-COO-961,SN761757354,2020-02-14,2020-04-12,10,5.4,Warning,72.7,Medium,277,Tons,118072,64939,Active,B,2025-02-23
AST00355,LAX01,AMER-West,Cooling,Stulz,STU-COO-680,SN687100355,2015-03-16,2015-04-26,10,10.3,Critical,40.5,Medium,128,Tons,173899,26084,Active,B,2025-06-25
AST00356,NYC01,AMER-East,Generator,Caterpillar,CAT-GEN-359,SN260381356,2014-06-14,2014-07-27,15,11.0,Warning,63.4,Medium,2009,kW,636992,247719,Active,B,2025-06-22
AST00357,DAL01,AMER-Central,Cooling,Trane,TRA-COO-281,SN641357357,2017-10-10,2017-11-27,10,7.7,Warning,64.0,Low,267,Tons,203808,73031,Active,B,2025-06-26
AST00358,ASH01,AMER-East,UPS,Schneider,SCH-UPS-763,SN686712358,2014-06-08,2014-07-18,12,11.1,Critical,54.6,Medium,974,kVA,222503,50990,Standby,B,2025-06-13
AST00359,SJC01,AMER-West,Chiller,Trane,TRA-CHI-369,SN248087359,2012-05-25,2012-06-08,11,13.1,Critical,27.8,Low,549,Tons,351390,52708,Standby,B,2025-06-21
AST00360,ASH01,AMER-East,Chiller,Daikin,DAI-CHI-828,SN526188360,2014-06-30,2014-07-10,11,11.0,Critical,38.3,High,705,Tons,161800,26966,Active,A,2025-06-14
AST00361,CHI01,AMER-East,Cooling,Stulz,STU-COO-974,SN466008361,2014-09-16,2014-10-11,10,10.8,Critical,41.5,High,275,Tons,82073,12310,Standby,A,2025-06-17
AST00362,DAL01,AMER-Central,Chiller,Trane,TRA-CHI-618,SN852254362,2020-12-14,2021-01-02,11,4.5,Warning,74.1,Medium,821,Tons,186707,123056,Active,C,2025-06-14
AST00363,SJC01,AMER-West,UPS,Vertiv,VER-UPS-765,SN495755363,2020-03-15,2020-04-02,12,5.3,Warning,73.9,High,414,kVA,341924,216076,Active,A,2025-06-02
AST00364,ASH01,AMER-East,PDU,ABB,ABB-PDU-230,SN349430364,2020-01-01,2020-01-31,14,5.5,Good,84.9,Medium,1133,Amps,71928,48380,Active,A,2025-06-27
AST00365,NYC01,AMER-East,Generator,Kohler,KOH-GEN-544,SN452680365,2015-04-23,2015-05-30,15,10.2,Warning,64.7,High,1628,kW,371006,160769,Active,A,2025-06-27
AST00366,NYC01,AMER-East,Generator,Cummins,CUM-GEN-388,SN948464366,2011-08-21,2011-09-18,15,13.9,Critical,48.1,High,1572,kW,418593,95346,Active,A,2025-06-21
AST00367,ASH01,AMER-East,Chiller,York,YOR-CHI-628,SN560385367,2015-09-22,2015-10-02,11,9.8,Critical,52.2,Medium,643,Tons,329093,84766,Active,B,2025-06-21
AST00368,LAX01,AMER-West,PDU,Schneider,SCH-PDU-676,SN803305368,2017-04-11,2017-05-06,14,8.2,Warning,65.2,High,171,Amps,113673,58189,Active,C,2025-03-28
AST00369,CHI01,AMER-East,UPS,Schneider,SCH-UPS-778,SN193269369,2010-04-08,2010-04-24,12,15.2,Critical,29.5,Medium,593,kVA,311095,46664,Active,A,2025-05-22
AST00370,SEA01,AMER-West,UPS,Vertiv,VER-UPS-749,SN248066370,2022-10-11,2022-12-05,12,2.7,Good,95.5,High,810,kVA,329647,267838,Active,B,2025-04-19
AST00371,DAL01,AMER-Central,UPS,Vertiv,VER-UPS-977,SN965139371,2016-05-13,2016-06-08,12,9.1,Critical,54.9,Medium,625,kVA,232055,85409,Active,A,2025-06-26
AST00372,DAL01,AMER-Central,Cooling,Trane,TRA-COO-727,SN625069372,2014-10-16,2014-11-16,10,10.7,Critical,34.5,High,247,Tons,83489,12523,Active,B,2025-03-26
AST00373,MIA01,AMER-Central,Cooling,Carrier,CAR-COO-143,SN647936373,2020-08-03,2020-09-18,10,4.9,Warning,72.6,Medium,306,Tons,86253,51033,Active,A,2025-05-21
AST00374,NYC01,AMER-East,UPS,Schneider,SCH-UPS-700,SN806938374,2014-12-20,2015-02-12,12,10.5,Critical,46.7,Low,958,kVA,316058,85599,Active,A,2025-06-27
AST00375,LAX01,AMER-West,PDU,Eaton,EAT-PDU-584,SN361716375,2016-12-26,2017-01-07,14,8.5,Good,75.5,High,716,Amps,66384,32796,Active,C,2025-05-21
AST00376,ASH01,AMER-East,Generator,Kohler,KOH-GEN-337,SN400135376,2022-09-29,2022-10-21,15,2.8,Good,84.8,Medium,1467,kW,488139,412206,Active,B,2025-04-14
AST00377,CHI01,AMER-East,Chiller,Trane,TRA-CHI-382,SN310545377,2017-09-23,2017-11-09,11,7.8,Critical,50.0,Low,189,Tons,370870,151719,Active,A,2025-06-24
AST00378,TOR01,AMER-Central,Generator,Cummins,CUM-GEN-991,SN379215378,2011-09-05,2011-10-22,15,13.8,Warning,58.5,Low,1612,kW,872131,203497,Active,A,2025-05-06
AST00379,SJC01,AMER-West,UPS,Vertiv,VER-UPS-986,SN467631379,2018-04-02,2018-04-07,12,7.2,Warning,69.4,Medium,824,kVA,121852,60925,Active,C,2025-06-15
AST00380,PHX01,AMER-West,UPS,Vertiv,VER-UPS-632,SN477501380,2015-03-26,2015-04-12,12,10.3,Critical,49.0,Medium,1435,kVA,353427,100628,Active,A,2025-06-16
AST00381,DAL01,AMER-Central,PDU,Schneider,SCH-PDU-346,SN906527381,2012-07-12,2012-08-12,14,13.0,Critical,47.6,Low,280,Amps,71819,16244,Active,B,2025-05-17
AST00382,ASH01,AMER-East,Chiller,Daikin,DAI-CHI-765,SN361501382,2020-07-31,2020-08-09,11,4.9,Good,82.4,High,376,Tons,266108,167325,Active,C,2025-06-08
AST00383,LAX01,AMER-West,UPS,Schneider,SCH-UPS-533,SN756005383,2019-09-18,2019-10-11,12,5.8,Good,75.3,High,1192,kVA,333051,198905,Active,C,2025-06-24
AST00384,DAL01,AMER-Central,Cooling,Stulz,STU-COO-556,SN668020384,2015-03-15,2015-04-12,10,10.3,Critical,45.5,Low,305,Tons,74346,11151,Active,B,2025-06-22
AST00385,TOR01,AMER-Central,Cooling,Carrier,CAR-COO-376,SN745275385,2011-08-11,2011-09-10,10,13.9,Critical,25.0,Medium,269,Tons,160648,24097,Active,B,2025-05-12
AST00386,CHI01,AMER-East,PDU,Schneider,SCH-PDU-774,SN642387386,2012-09-07,2012-10-15,14,12.8,Critical,46.2,High,190,Amps,116986,27853,Active,A,2025-05-22
AST00387,LAX01,AMER-West,PDU,Eaton,EAT-PDU-378,SN439119387,2023-10-18,2023-11-13,14,1.7,Good,96.5,Low,422,Amps,117516,105624,Active,A,2025-02-18
AST00388,SJC01,AMER-West,PDU,Eaton,EAT-PDU-961,SN533934388,2014-08-02,2014-09-02,14,10.9,Critical,48.7,High,1080,Amps,123112,43235,Active,A,2025-06-15
AST00389,SJC01,AMER-West,UPS,Eaton,EAT-UPS-582,SN305735389,2011-12-25,2012-01-26,12,13.5,Critical,34.7,Medium,1320,kVA,166229,24934,Standby,B,2025-06-21
AST00390,PHX01,AMER-West,Generator,Kohler,KOH-GEN-100,SN645735390,2021-07-21,2021-09-18,15,3.9,Good,87.8,Medium,1854,kW,536190,420015,Active,C,2025-05-06
AST00391,DAL01,AMER-Central,Cooling,Carrier,CAR-COO-905,SN212782391,2014-05-22,2014-06-16,10,11.1,Critical,39.8,High,306,Tons,205600,30840,Active,B,2025-05-22
AST00392,DAL01,AMER-Central,Chiller,York,YOR-CHI-401,SN410925392,2020-02-18,2020-03-29,11,5.4,Good,86.6,Low,609,Tons,218696,129229,Active,A,2025-05-09
AST00393,CHI01,AMER-East,Cooling,Carrier,CAR-COO-318,SN692278393,2020-10-13,2020-11-13,10,4.7,Good,80.2,High,433,Tons,198669,120856,Active,B,2025-04-19
AST00394,TOR01,AMER-Central,Cooling,Trane,TRA-COO-711,SN186516394,2010-05-22,2010-06-03,10,15.1,Critical,25.0,Low,269,Tons,191498,28724,Active,A,2025-06-27
AST00395,PHX01,AMER-West,Chiller,York,YOR-CHI-523,SN778743395,2020-09-22,2020-10-10,11,4.8,Warning,73.4,High,303,Tons,364325,231843,Active,C,2024-12-09
AST00396,SJC01,AMER-West,Cooling,Stulz,STU-COO-761,SN904783396,2014-10-17,2014-11-09,10,10.7,Critical,41.0,High,189,Tons,80282,12042,Active,B,2025-06-13
AST00397,PHX01,AMER-West,UPS,Schneider,SCH-UPS-272,SN803814397,2018-01-25,2018-02-12,12,7.4,Warning,71.3,Low,1336,kVA,300294,145976,Standby,A,2025-06-25
AST00398,CHI01,AMER-East,Chiller,Daikin,DAI-CHI-607,SN440754398,2022-12-12,2023-02-01,11,2.5,Good,91.8,Medium,547,Tons,375095,304054,Active,A,2025-05-25
AST00399,PHX01,AMER-West,UPS,Eaton,EAT-UPS-753,SN195028399,2012-07-22,2012-08-30,12,12.9,Critical,29.0,Medium,1250,kVA,182493,27373,Active,B,2025-06-24
AST00400,ASH01,AMER-East,UPS,Schneider,SCH-UPS-140,SN302435400,2016-03-19,2016-03-27,12,9.3,Warning,61.1,Medium,1237,kVA,153095,54221,Active,B,2025-03-05
AST00401,MIA01,AMER-Central,UPS,Eaton,EAT-UPS-161,SN721424401,2018-10-04,2018-11-25,12,6.7,Warning,73.2,High,517,kVA,275378,147250,Active,B,2025-06-16
AST00402,PHX01,AMER-West,Cooling,Carrier,CAR-COO-675,SN522381402,2012-02-18,2012-04-12,10,13.4,Critical,42.1,Medium,334,Tons,114812,17221,Active,A,2025-06-26
AST00403,SJC01,AMER-West,Chiller,York,YOR-CHI-783,SN902720403,2013-09-10,2013-11-06,11,11.8,Critical,35.3,High,350,Tons,347208,52081,Active,A,2025-05-21
AST00404,ATL01,AMER-East,PDU,ABB,ABB-PDU-581,SN412023404,2012-11-24,2012-12-30,14,12.6,Critical,45.5,Medium,1181,Amps,134388,33597,Active,A,2025-05-02
AST00405,SEA01,AMER-West,PDU,Schneider,SCH-PDU-687,SN433997405,2010-12-09,2011-01-29,14,14.6,Critical,30.0,Medium,676,Amps,71649,10747,Active,B,2025-05-02
AST00406,SJC01,AMER-West,PDU,ABB,ABB-PDU-704,SN837685406,2023-06-17,2023-07-31,14,2.0,Good,87.3,Medium,682,Amps,134906,118845,Active,B,2025-05-07
AST00407,DAL01,AMER-Central,PDU,Eaton,EAT-PDU-231,SN773590407,2014-04-23,2014-05-04,14,11.2,Warning,67.5,High,497,Amps,76259,25419,Active,A,2025-06-05
AST00408,DAL01,AMER-Central,UPS,Schneider,SCH-UPS-505,SN655083408,2012-02-11,2012-03-31,12,13.4,Critical,43.8,High,828,kVA,101093,15163,Standby,B,2025-06-16
AST00409,ATL01,AMER-East,UPS,Schneider,SCH-UPS-460,SN798112409,2010-07-13,2010-07-25,12,15.0,Critical,29.8,High,1360,kVA,130197,19529,Active,C,2025-06-24
AST00410,LAX01,AMER-West,UPS,Schneider,SCH-UPS-764,SN257584410,2016-03-11,2016-03-27,12,9.3,Critical,45.1,High,511,kVA,225450,79846,Active,C,2025-06-04
AST00411,SEA01,AMER-West,UPS,Vertiv,VER-UPS-720,SN561552411,2019-06-14,2019-07-23,12,6.0,Warning,55.0,High,391,kVA,357554,208573,Active,A,2025-06-14
AST00412,DAL01,AMER-Central,Cooling,Trane,TRA-COO-848,SN818675412,2013-12-26,2014-02-17,10,11.5,Critical,26.0,Medium,220,Tons,151716,22757,Active,B,2025-04-19
AST00413,CHI01,AMER-East,UPS,Vertiv,VER-UPS-803,SN393481413,2015-09-28,2015-11-14,12,9.8,Warning,62.7,Medium,631,kVA,272024,86896,Active,B,2025-06-18
AST00414,NYC01,AMER-East,UPS,Schneider,SCH-UPS-652,SN492720414,2023-06-14,2023-07-12,12,2.0,Good,86.8,High,1068,kVA,112054,96490,Standby,B,2025-05-17
AST00415,SEA01,AMER-West,UPS,Schneider,SCH-UPS-432,SN414925415,2022-04-20,2022-06-08,12,3.2,Good,83.3,High,250,kVA,98210,76385,Active,B,2025-06-26
AST00416,ATL01,AMER-East,Cooling,Carrier,CAR-COO-683,SN702567416,2019-04-27,2019-06-23,10,6.2,Warning,66.7,Medium,188,Tons,199393,96373,Active,C,2025-03-14
AST00417,ASH01,AMER-East,UPS,Eaton,EAT-UPS-788,SN253262417,2022-08-21,2022-09-14,12,2.9,Good,92.4,High,1099,kVA,128211,102390,Active,B,2025-04-09
AST00418,TOR01,AMER-Central,UPS,Eaton,EAT-UPS-772,SN880926418,2012-09-16,2012-10-26,12,12.8,Critical,45.1,Medium,843,kVA,319010,47851,Standby,A,2025-05-25
AST00419,ATL01,AMER-East,UPS,Vertiv,VER-UPS-836,SN903147419,2014-11-10,2015-01-04,12,10.6,Warning,62.1,High,904,kVA,231130,60992,Standby,A,2025-06-09
AST00420,SEA01,AMER-West,Cooling,Stulz,STU-COO-365,SN961069420,2015-06-20,2015-07-12,10,10.0,Critical,41.6,Medium,130,Tons,141917,23652,Active,B,2025-04-03
AST00421,TOR01,AMER-Central,UPS,Vertiv,VER-UPS-613,SN986364421,2012-02-10,2012-03-23,12,13.4,Critical,34.3,Low,636,kVA,227103,34065,Active,B,2025-06-19
AST00422,PHX01,AMER-West,Generator,Cummins,CUM-GEN-395,SN909217422,2019-05-15,2019-06-05,15,6.1,Good,80.2,High,1267,kW,790370,522522,Active,B,2025-06-10
AST00423,DAL01,AMER-Central,Generator,Kohler,KOH-GEN-456,SN961396423,2016-04-01,2016-05-24,15,9.2,Good,85.0,Medium,2150,kW,923294,451388,Active,C,2025-01-05
AST00424,MIA01,AMER-Central,Chiller,Trane,TRA-CHI-604,SN107461424,2013-12-02,2014-01-03,11,11.6,Critical,38.6,Medium,426,Tons,268586,40287,Active,B,2025-06-21
AST00425,DAL01,AMER-Central,PDU,ABB,ABB-PDU-733,SN948925425,2017-04-12,2017-05-30,14,8.2,Warning,68.4,Medium,344,Amps,124003,63477,Active,A,2025-06-22
AST00426,PHX01,AMER-West,UPS,Eaton,EAT-UPS-946,SN416456426,2018-11-18,2018-12-15,12,6.6,Warning,64.1,Medium,609,kVA,105434,57110,Active,B,2025-03-28
AST00427,TOR01,AMER-Central,UPS,Vertiv,VER-UPS-479,SN841280427,2015-08-04,2015-09-01,12,9.9,Critical,52.7,High,928,kVA,158803,49625,Active,A,2025-06-15
AST00428,SJC01,AMER-West,Cooling,Stulz,STU-COO-932,SN848736428,2014-05-11,2014-07-01,10,11.1,Critical,38.4,Medium,227,Tons,182961,27444,Active,B,2025-06-07
AST00429,SJC01,AMER-West,PDU,ABB,ABB-PDU-578,SN980765429,2012-07-02,2012-07-17,14,13.0,Critical,39.0,Medium,966,Amps,56120,12693,Active,A,2025-06-21
AST00430,SJC01,AMER-West,UPS,Schneider,SCH-UPS-675,SN384996430,2015-01-04,2015-01-16,12,10.5,Warning,60.4,High,1179,kVA,298559,80859,Standby,A,2025-06-18
AST00431,ATL01,AMER-East,UPS,Schneider,SCH-UPS-130,SN279587431,2020-02-17,2020-04-10,12,5.4,Good,85.9,Medium,1086,kVA,240871,150544,Active,A,2025-06-23
