work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0006243,AST00428,SJC01,AMER-West,2024-08-21,Corrective,Valve,Valve leak,P3,TECH0050,EcoCool,8.9,5.72,3975,1459,5540,2.27,14.0,Completed,1,0,2024-08
WO0006000,AST00412,DAL01,AMER-Central,2024-08-21,Corrective,Valve,Actuator fault,P3,TECH0019,CBRE Ops,20.3,4.22,2112,3004,5234,0.67,22.06,Completed,0,0,2024-08
WO0007023,AST00486,CHI01,AMER-East,2024-08-21,Corrective,Routine Wear,Inspection finding,P2,TECH0040,DataVolt,15.1,6.18,2090,2431,4706,1.52,18.15,Completed,1,0,2024-08
WO0004255,AST00304,DAL01,AMER-Central,2024-08-22,Corrective,Compressor,Start failure,P3,TECH0054,PowerGrid Mechanical,29.0,6.2,6367,4466,10976,0.63,30.52,Completed,1,0,2024-08
WO0001255,AST00092,DEN01,AMER-Central,2024-08-22,Corrective,Compressor,Compressor vibration,P3,TECH0054,Schneider Services,8.4,13.91,3188,1125,4418,0.64,10.22,Completed,1,0,2024-08
WO0004382,AST00314,SEA01,AMER-West,2024-08-22,Corrective,Routine Wear,Seal wear,P2,TECH0012,CBRE Ops,12.0,4.73,3575,1740,5509,0.78,13.96,Closed,0,0,2024-08
WO0004844,AST00343,SEA01,AMER-West,2024-08-22,Preventive,Compressor,Start failure,P2,TECH0090,Vertiv Services,4.2,0.95,769,567,1667,7.02,10.44,Completed,0,0,2024-08
WO0004814,AST00341,DAL01,AMER-Central,2024-08-22,Corrective,Rectifier,Power board,P3,TECH0077,FacilityPro,3.3,4.12,1073,432,1679,2.43,6.77,Closed,0,0,2024-08
WO0003702,AST00266,DAL01,AMER-Central,2024-08-22,Corrective,Battery,Battery connector,P2,TECH0001,EcoCool,7.9,3.21,1714,1090,3185,1.76,11.22,Completed,0,0,2024-08
WO0006986,AST00482,SJC01,AMER-West,2024-08-22,Preventive,Transformer,Insulation aging,P3,TECH0085,Vertiv Services,4.8,1.92,81,456,646,8.85,15.41,Completed,0,0,2024-08
WO0003210,AST00225,CHI01,AMER-East,2024-08-22,Corrective,Fuel System,Fuel pump,P3,TECH0018,EcoCool,7.2,3.16,3710,1152,5123,2.17,11.46,Completed,0,0,2024-08
WO0001391,AST00101,SJC01,AMER-West,2024-08-22,Corrective,Cable,Connection looseness,P4,TECH0053,FacilityPro,10.0,3.73,2653,1310,4279,0.62,13.24,Completed,0,0,2024-08
WO0002426,AST00172,CHI01,AMER-East,2024-08-22,Corrective,Routine Wear,Seal wear,P4,TECH0043,EcoCool,8.0,1.13,1189,792,2050,2.63,13.51,Completed,0,0,2024-08
WO0003202,AST00224,SEA01,AMER-West,2024-08-22,Corrective,Sensor,Flow sensor,P2,TECH0117,Vertiv Services,19.1,14.89,2968,1910,5040,2.01,22.69,Completed,1,0,2024-08
WO0002241,AST00158,DAL01,AMER-Central,2024-08-22,Corrective,Fan Motor,Bearing wear,P4,TECH0082,CBRE Ops,20.9,19.78,4650,2069,6886,1.68,23.21,Completed,1,0,2024-08
WO0002924,AST00205,SJC01,AMER-West,2024-08-22,Corrective,Routine Wear,Inspection finding,P2,TECH0018,PowerGrid Mechanical,14.5,9.35,4473,1624,6176,1.81,16.34,Completed,1,0,2024-08
WO0007084,AST00492,DAL01,AMER-Central,2024-08-22,Corrective,Fuel System,Fuel leak,P3,TECH0065,PowerGrid Mechanical,13.3,9.35,2232,2181,4493,1.21,17.02,Completed,1,0,2024-08
WO0005728,AST00396,SJC01,AMER-West,2024-08-22,Corrective,Compressor,Bearing wear,P3,TECH0096,PowerGrid Mechanical,33.1,20.37,2206,3343,5745,0.2,33.63,Completed,1,0,2024-08
WO0003534,AST00252,NYC01,AMER-East,2024-08-22,Corrective,Compressor,Bearing wear,P3,TECH0092,PowerGrid Mechanical,12.1,3.81,2811,1766,4818,0.2,12.1,Completed,0,1,2024-08
WO0004988,AST00353,ATL01,AMER-East,2024-08-22,Preventive,Routine Wear,Seal wear,P4,TECH0025,Schneider Services,6.9,0.3,844,627,1613,8.62,16.23,Completed,0,0,2024-08
WO0006658,AST00460,SEA01,AMER-West,2024-08-22,Corrective,Valve,Actuator fault,P4,TECH0115,FacilityPro,4.7,6.38,2916,761,3950,0.2,5.29,Completed,1,0,2024-08
WO0001386,AST00101,SJC01,AMER-West,2024-08-23,Corrective,Breaker,Breaker wear,P2,TECH0056,FacilityPro,9.7,1.34,2878,1571,4529,1.17,12.69,In Review,0,0,2024-08
WO0002120,AST00151,NYC01,AMER-East,2024-08-23,Preventive,Valve,Valve leak,P3,TECH0053,CBRE Ops,9.4,2.06,368,1231,1836,6.15,17.34,Closed,0,0,2024-08
WO0006665,AST00461,SJC01,AMER-West,2024-08-23,Preventive,Valve,Actuator fault,P2,TECH0012,DataVolt,7.3,1.57,604,781,1471,8.08,14.57,Completed,0,0,2024-08
WO0001133,AST00083,SJC01,AMER-West,2024-08-23,Corrective,Cooling Loop,Coolant leak,P3,TECH0032,Schneider Services,2.0,4.58,6392,246,6937,0.99,3.98,Closed,0,0,2024-08
WO0004629,AST00325,PHX01,AMER-West,2024-08-23,Corrective,Sensor,Flow sensor,P3,TECH0012,FacilityPro,13.6,11.21,4111,1876,6063,0.49,16.05,Closed,1,0,2024-08
WO0002052,AST00144,SJC01,AMER-West,2024-08-23,Corrective,Cable,Insulation wear,P4,TECH0098,EcoCool,4.8,2.41,3813,475,4405,2.32,7.82,Completed,0,0,2024-08
WO0004670,AST00328,LAX01,AMER-West,2024-08-23,Corrective,Sensor,Temperature sensor,P2,TECH0098,PowerGrid Mechanical,10.0,16.12,6397,1380,8027,0.62,12.33,Closed,1,0,2024-08
WO0000668,AST00050,NYC01,AMER-East,2024-08-23,Preventive,Routine Wear,Alignment,P3,TECH0039,Vertiv Services,5.8,2.45,728,707,1759,8.91,15.27,Completed,0,0,2024-08
WO0002076,AST00146,SJC01,AMER-West,2024-08-23,Preventive,Sensor,Flow sensor,P3,TECH0059,EcoCool,5.9,1.88,547,625,1440,9.87,15.69,Completed,0,0,2024-08
WO0001293,AST00094,ASH01,AMER-East,2024-08-23,Corrective,Capacitor,Thermal stress,P2,TECH0096,CBRE Ops,15.5,3.44,3532,1860,5533,0.35,16.31,Completed,0,0,2024-08
WO0001323,AST00096,DAL01,AMER-Central,2024-08-23,Preventive,Controller,Control board,P3,TECH0099,FacilityPro,3.3,2.13,694,425,1164,7.62,13.53,Completed,0,0,2024-08
WO0003038,AST00214,DAL01,AMER-Central,2024-08-23,Preventive,Routine Wear,Seal wear,P4,TECH0051,FacilityPro,5.4,3.1,976,745,1916,6.66,13.65,Completed,0,0,2024-08
WO0005568,AST00388,SJC01,AMER-West,2024-08-23,Preventive,Breaker,Breaker wear,P2,TECH0079,EcoCool,6.9,1.84,988,793,2134,8.02,15.39,Completed,0,0,2024-08
WO0006893,AST00476,ASH01,AMER-East,2024-08-24,Corrective,Controller,Control board,P2,TECH0032,EcoCool,14.5,3.97,3492,1638,5398,0.2,15.92,Completed,0,0,2024-08
WO0001211,AST00088,CHI01,AMER-East,2024-08-24,Preventive,Battery,Battery bank,P1,TECH0020,ABB Services,1.5,0.98,509,202,940,9.04,11.18,Completed,0,0,2024-08
WO0006209,AST00425,DAL01,AMER-Central,2024-08-24,Preventive,Routine Wear,Alignment,P1,TECH0099,PowerGrid Mechanical,10.1,1.5,708,1100,2157,7.05,17.75,Completed,0,0,2024-08
WO0002073,AST00146,SJC01,AMER-West,2024-08-24,Corrective,Cooling Loop,Coolant leak,P1,TECH0087,ABB Services,17.1,12.75,3013,2017,5236,1.47,19.82,Completed,1,0,2024-08
WO0003067,AST00217,ATL01,AMER-East,2024-08-24,Corrective,Controller,PLC fault,P4,TECH0073,EcoCool,4.4,3.82,4465,422,5070,1.82,7.76,Completed,0,0,2024-08
WO0006398,AST00436,DAL01,AMER-Central,2024-08-24,Corrective,Valve,Valve blockage,P3,TECH0062,EcoCool,10.1,5.53,3697,1434,5289,0.6,10.01,Completed,1,0,2024-08
WO0002561,AST00181,ASH01,AMER-East,2024-08-24,Preventive,Fan Motor,VFD issue,P1,TECH0096,CBRE Ops,5.2,1.24,936,457,1540,8.52,17.79,Closed,0,0,2024-08
WO0007597,AST00527,ATL01,AMER-East,2024-08-24,Corrective,Sensor,Temperature sensor,P3,TECH0051,Vertiv Services,27.5,11.44,4504,3245,7989,0.74,30.73,Completed,1,0,2024-08
WO0000746,AST00055,ASH01,AMER-East,2024-08-24,Corrective,Capacitor,Thermal stress,P4,TECH0084,CBRE Ops,9.0,4.68,4788,1233,6087,2.94,13.27,Completed,0,1,2024-08
WO0002987,AST00211,SJC01,AMER-West,2024-08-24,Corrective,Capacitor,Capacitor aging,P4,TECH0115,EcoCool,27.8,12.77,4671,2891,7774,0.7,29.85,Completed,1,0,2024-08
WO0007188,AST00497,CHI01,AMER-East,2024-08-24,Corrective,Routine Wear,Alignment,P3,TECH0010,CBRE Ops,16.5,4.81,3175,2029,5399,0.2,18.69,Completed,0,0,2024-08
WO0007560,AST00523,NYC01,AMER-East,2024-08-24,Preventive,Valve,Actuator fault,P4,TECH0044,Vertiv Services,9.7,0.52,684,1086,1990,10.34,21.17,Completed,0,0,2024-08
WO0000270,AST00018,SEA01,AMER-West,2024-08-24,Corrective,Battery,Cell degradation,P3,TECH0001,CBRE Ops,13.8,12.68,3339,2208,5736,0.96,16.2,Completed,1,1,2024-08
WO0007294,AST00504,CHI01,AMER-East,2024-08-24,Corrective,Battery,Battery bank,P2,TECH0098,DataVolt,18.8,8.89,2070,2481,4872,0.2,20.27,Completed,1,0,2024-08
WO0003842,AST00275,ATL01,AMER-East,2024-08-24,Preventive,Fuel System,Fuel leak,P3,TECH0074,ABB Services,6.1,2.77,693,835,1854,8.12,14.99,Completed,0,0,2024-08
WO0003352,AST00235,LAX01,AMER-West,2024-08-24,Preventive,Battery,Battery bank,P3,TECH0097,Schneider Services,6.2,1.44,555,781,1401,8.98,16.35,Completed,0,0,2024-08
WO0007244,AST00502,DAL01,AMER-Central,2024-08-24,Corrective,Battery,Cell degradation,P2,TECH0095,EcoCool,3.3,9.15,1989,349,2507,1.39,6.05,Closed,1,0,2024-08
WO0002101,AST00148,DEN01,AMER-Central,2024-08-24,Corrective,Fan Motor,Bearing wear,P2,TECH0116,Vertiv Services,14.2,11.35,1742,2286,4261,1.22,17.15,Closed,1,0,2024-08
WO0004539,AST00322,SJC01,AMER-West,2024-08-24,Preventive,Fan Motor,Motor overheating,P3,TECH0016,ABB Services,8.1,0.3,646,793,1699,8.77,19.22,Completed,0,0,2024-08
WO0002841,AST00199,DAL01,AMER-Central,2024-08-24,Corrective,Firmware,Sensor mapping,P3,TECH0039,CBRE Ops,11.4,3.31,2992,1083,4286,1.7,15.89,Completed,0,0,2024-08
WO0007378,AST00511,SJC01,AMER-West,2024-08-24,Preventive,Capacitor,Thermal stress,P2,TECH0060,EcoCool,8.5,0.3,518,816,1683,8.68,17.84,In Review,0,0,2024-08
WO0007625,AST00529,ATL01,AMER-East,2024-08-24,Preventive,Fan Motor,Motor overheating,P3,TECH0096,Vertiv Services,7.9,1.69,652,813,1603,8.44,17.14,Closed,0,0,2024-08
WO0005621,AST00391,DAL01,AMER-Central,2024-08-24,Preventive,Valve,Valve blockage,P3,TECH0104,CBRE Ops,7.7,2.85,698,808,1741,7.48,15.19,Completed,0,0,2024-08
WO0000863,AST00062,DAL01,AMER-Central,2024-08-25,Corrective,Sensor,Pressure sensor,P1,TECH0009,Schneider Services,22.0,7.32,7773,2970,10862,0.63,22.35,Completed,1,1,2024-08
WO0003199,AST00224,SEA01,AMER-West,2024-08-25,Corrective,Compressor,Compressor vibration,P3,TECH0043,CBRE Ops,24.0,20.22,1474,3888,5448,2.62,28.06,Completed,1,1,2024-08
WO0006714,AST00464,ATL01,AMER-East,2024-08-25,Corrective,Sensor,Flow sensor,P2,TECH0040,ABB Services,23.3,5.66,3204,3401,6874,1.67,28.1,Completed,1,0,2024-08
WO0004286,AST00305,TOR01,AMER-Central,2024-08-25,Corrective,Valve,Actuator fault,P2,TECH0071,Vertiv Services,21.8,11.71,5604,2485,8237,1.95,25.18,Completed,1,0,2024-08
WO0006373,AST00436,DAL01,AMER-Central,2024-08-25,Corrective,Compressor,Bearing wear,P2,TECH0028,FacilityPro,8.2,6.53,5379,1320,6901,3.48,13.1,Completed,1,0,2024-08
WO0002502,AST00177,LAX01,AMER-West,2024-08-25,Preventive,Transformer,Oil temp rise,P3,TECH0029,CBRE Ops,6.6,1.27,631,706,1572,9.49,16.91,Closed,0,0,2024-08
WO0000419,AST00030,LAX01,AMER-West,2024-08-25,Corrective,Battery,Cell degradation,P2,TECH0034,DataVolt,22.0,7.4,732,3410,4378,1.95,26.09,Closed,1,0,2024-08
WO0003484,AST00249,DAL01,AMER-Central,2024-08-25,Preventive,Cable,Overheating,P3,TECH0006,Vertiv Services,4.9,1.53,702,441,1345,10.13,16.81,Completed,0,0,2024-08
WO0000412,AST00030,LAX01,AMER-West,2024-08-25,Corrective,Fuel System,Fuel leak,P3,TECH0103,EcoCool,9.3,5.67,1211,1450,2744,0.2,11.03,Completed,1,0,2024-08
WO0000755,AST00055,ASH01,AMER-East,2024-08-25,Preventive,Capacitor,Thermal stress,P4,TECH0013,PowerGrid Mechanical,5.5,1.23,920,539,1597,7.65,13.47,Closed,0,0,2024-08
WO0001192,AST00086,ATL01,AMER-East,2024-08-25,Corrective,Sensor,Flow sensor,P2,TECH0088,PowerGrid Mechanical,16.9,12.39,3527,2619,6379,0.9,18.03,Completed,1,1,2024-08
WO0000789,AST00058,NYC01,AMER-East,2024-08-25,Preventive,Cooling Loop,Pump,P3,TECH0081,CBRE Ops,5.4,2.25,300,696,1225,8.07,15.92,Completed,0,0,2024-08
WO0000700,AST00052,NYC01,AMER-East,2024-08-25,Preventive,Routine Wear,Alignment,P2,TECH0003,DataVolt,6.9,0.75,808,724,1849,10.21,18.49,Completed,0,0,2024-08
WO0004408,AST00316,LAX01,AMER-West,2024-08-25,Preventive,Routine Wear,Inspection finding,P3,TECH0113,EcoCool,6.2,1.52,748,613,1443,7.0,14.58,Completed,0,0,2024-08
WO0006935,AST00479,CHI01,AMER-East,2024-08-25,Corrective,Valve,Actuator fault,P3,TECH0055,PowerGrid Mechanical,20.0,14.79,3791,2540,6576,0.2,19.95,Completed,1,0,2024-08
WO0002592,AST00183,SEA01,AMER-West,2024-08-25,Corrective,Valve,Valve leak,P3,TECH0115,ABB Services,13.8,6.37,2154,1683,3961,3.81,19.07,Completed,1,0,2024-08
WO0001251,AST00091,SJC01,AMER-West,2024-08-25,Corrective,Cooling Loop,Coolant leak,P3,TECH0060,Schneider Services,13.5,6.5,2235,1431,3732,1.48,15.44,Completed,1,0,2024-08
WO0002636,AST00187,TOR01,AMER-Central,2024-08-25,Corrective,Controller,Settings drift,P3,TECH0083,DataVolt,20.4,6.83,3858,2060,6040,1.3,21.36,Completed,1,0,2024-08
WO0004033,AST00292,DAL01,AMER-Central,2024-08-26,Preventive,Compressor,Compressor vibration,P3,TECH0062,DataVolt,6.9,2.13,1127,897,2143,11.29,19.71,Completed,0,0,2024-08
WO0002690,AST00190,TOR01,AMER-Central,2024-08-26,Preventive,Fan Motor,Bearing wear,P3,TECH0040,EcoCool,7.4,0.3,848,814,2061,8.55,14.93,Completed,0,0,2024-08
WO0000907,AST00066,ATL01,AMER-East,2024-08-26,Corrective,Battery,Cell degradation,P3,TECH0087,Vertiv Services,18.0,10.47,3250,2142,5452,2.58,20.82,Completed,1,0,2024-08
WO0001320,AST00096,DAL01,AMER-Central,2024-08-26,Corrective,Cooling Loop,Heat exchanger,P2,TECH0102,Vertiv Services,7.1,8.83,3105,795,4255,0.38,7.63,Completed,1,0,2024-08
WO0004369,AST00314,SEA01,AMER-West,2024-08-26,Preventive,Fan Motor,Motor overheating,P3,TECH0011,PowerGrid Mechanical,6.0,2.61,848,816,1907,7.24,14.61,Completed,0,0,2024-08
WO0004206,AST00301,DEN01,AMER-Central,2024-08-26,Corrective,Capacitor,Thermal stress,P3,TECH0047,Schneider Services,12.0,5.5,5920,1380,7588,2.18,18.09,Completed,0,0,2024-08
WO0003553,AST00253,DAL01,AMER-Central,2024-08-26,Preventive,Cooling Loop,Coolant leak,P4,TECH0110,DataVolt,5.8,0.56,505,777,1635,7.88,12.57,Closed,0,0,2024-08
WO0002830,AST00198,SJC01,AMER-West,2024-08-26,Preventive,Routine Wear,Seal wear,P3,TECH0039,ABB Services,5.6,1.88,910,610,1738,8.24,15.12,Completed,0,0,2024-08
WO0001943,AST00136,TOR01,AMER-Central,2024-08-26,Corrective,Fan Motor,Motor overheating,P3,TECH0070,Schneider Services,27.9,4.31,4325,4547,8975,0.32,29.92,Completed,0,0,2024-08
WO0002805,AST00197,SEA01,AMER-West,2024-08-26,Preventive,Valve,Valve blockage,P4,TECH0116,FacilityPro,5.6,0.3,568,593,1293,8.73,16.75,Completed,0,0,2024-08
WO0002338,AST00166,NYC01,AMER-East,2024-08-26,Preventive,Routine Wear,Seal wear,P3,TECH0046,FacilityPro,6.3,0.99,551,756,1654,9.81,16.82,Completed,0,0,2024-08
WO0004573,AST00323,DAL01,AMER-Central,2024-08-26,Preventive,Valve,Valve blockage,P1,TECH0088,PowerGrid Mechanical,5.1,2.52,395,571,1305,8.52,12.76,Closed,0,0,2024-08
WO0004662,AST00328,LAX01,AMER-West,2024-08-26,Corrective,Cooling Loop,Coolant leak,P4,TECH0057,Vertiv Services,2.0,7.72,1316,204,1691,0.83,3.25,Completed,1,0,2024-08
WO0004005,AST00291,SEA01,AMER-West,2024-08-26,Preventive,Routine Wear,Inspection finding,P2,TECH0038,ABB Services,1.5,1.05,88,168,430,7.6,11.79,Completed,0,0,2024-08
WO0001992,AST00141,CHI01,AMER-East,2024-08-26,Corrective,Routine Wear,Alignment,P1,TECH0107,Schneider Services,24.8,4.65,3667,4042,7794,0.82,27.6,Closed,0,0,2024-08
WO0006750,AST00465,ASH01,AMER-East,2024-08-26,Corrective,Valve,Valve blockage,P3,TECH0092,Schneider Services,27.6,8.61,5052,4526,9964,1.59,30.0,Closed,1,0,2024-08
WO0004563,AST00323,DAL01,AMER-Central,2024-08-26,Corrective,Routine Wear,Seal wear,P3,TECH0013,EcoCool,14.8,13.0,6279,2190,8622,3.86,17.19,Closed,1,1,2024-08
WO0004374,AST00314,SEA01,AMER-West,2024-08-26,Corrective,Compressor,Bearing wear,P4,TECH0113,Vertiv Services,25.2,5.4,3321,3855,7570,3.86,30.49,Closed,0,0,2024-08
WO0006679,AST00463,SJC01,AMER-West,2024-08-26,Corrective,Valve,Valve leak,P2,TECH0112,EcoCool,11.2,7.55,5167,1120,6517,1.7,14.14,Completed,1,0,2024-08
WO0003354,AST00235,LAX01,AMER-West,2024-08-27,Corrective,Cooling Loop,Coolant leak,P1,TECH0084,Schneider Services,7.8,6.88,1412,1162,2621,3.39,12.2,Closed,1,0,2024-08
WO0000972,AST00070,ATL01,AMER-East,2024-08-27,Preventive,Battery,Battery bank,P4,TECH0031,CBRE Ops,9.1,2.15,843,1210,2422,8.48,17.62,Completed,0,0,2024-08
WO0005295,AST00372,DAL01,AMER-Central,2024-08-27,Corrective,Routine Wear,Alignment,P3,TECH0039,Schneider Services,30.4,6.31,4434,3404,8084,0.76,31.19,Completed,1,0,2024-08
WO0005916,AST00408,DAL01,AMER-Central,2024-08-27,Corrective,Capacitor,Bulge,P4,TECH0088,ABB Services,21.4,5.38,4793,2717,7707,0.78,22.28,Completed,0,0,2024-08
WO0002928,AST00205,SJC01,AMER-West,2024-08-27,Preventive,Routine Wear,Inspection finding,P2,TECH0095,FacilityPro,4.2,1.09,189,470,859,8.87,12.79,Completed,0,0,2024-08
WO0005212,AST00366,NYC01,AMER-East,2024-08-27,Corrective,Cooling Loop,Heat exchanger,P4,TECH0116,EcoCool,18.4,4.69,5133,2520,7839,3.71,25.37,Closed,0,0,2024-08
WO0004664,AST00328,LAX01,AMER-West,2024-08-27,Corrective,Compressor,Compressor vibration,P3,TECH0111,EcoCool,30.9,10.05,4024,4882,9037,1.25,32.54,In Review,1,0,2024-08
WO0001286,AST00093,LAX01,AMER-West,2024-08-27,Preventive,Battery,Battery connector,P2,TECH0093,DataVolt,7.1,1.12,239,646,1016,10.26,18.96,Completed,0,0,2024-08
WO0002088,AST00147,ATL01,AMER-East,2024-08-27,Corrective,Sensor,Flow sensor,P2,TECH0049,CBRE Ops,14.1,8.19,2038,1367,3694,0.7,16.96,Completed,1,0,2024-08
WO0000811,AST00059,PHX01,AMER-West,2024-08-27,Preventive,Battery,Cell degradation,P4,TECH0034,CBRE Ops,4.5,2.73,631,522,1548,7.48,12.86,Closed,0,0,2024-08
WO0002429,AST00172,CHI01,AMER-East,2024-08-27,Corrective,Battery,Cell degradation,P2,TECH0004,CBRE Ops,12.2,9.41,2769,1342,4370,0.7,12.98,Completed,1,1,2024-08
WO0002643,AST00187,TOR01,AMER-Central,2024-08-27,Corrective,Routine Wear,Seal wear,P4,TECH0045,PowerGrid Mechanical,9.9,10.05,3750,1544,5593,2.49,12.89,Closed,1,0,2024-08
WO0005895,AST00407,DAL01,AMER-Central,2024-08-27,Preventive,Transformer,Tap changer,P1,TECH0105,FacilityPro,2.6,0.3,655,330,1131,12.56,18.17,Closed,0,0,2024-08
WO0002099,AST00148,DEN01,AMER-Central,2024-08-27,Preventive,Routine Wear,Alignment,P2,TECH0051,ABB Services,4.9,2.17,448,529,1103,7.44,13.54,Completed,0,0,2024-08
WO0005325,AST00373,MIA01,AMER-Central,2024-08-27,Preventive,Valve,Valve leak,P3,TECH0118,PowerGrid Mechanical,7.4,2.14,515,769,1474,8.97,17.05,Completed,0,0,2024-08
WO0006850,AST00472,DAL01,AMER-Central,2024-08-27,Preventive,Fuel System,Fuel pump,P2,TECH0041,FacilityPro,3.2,2.18,771,332,1483,9.15,12.97,Completed,0,0,2024-08
WO0001424,AST00103,DAL01,AMER-Central,2024-08-28,Corrective,Routine Wear,Inspection finding,P3,TECH0115,PowerGrid Mechanical,8.3,9.77,3151,1145,4340,0.89,10.29,In Review,1,0,2024-08
WO0005488,AST00384,DAL01,AMER-Central,2024-08-28,Corrective,Fan Motor,Bearing wear,P3,TECH0053,EcoCool,13.8,10.9,3875,1807,6031,0.63,14.93,Completed,1,0,2024-08
WO0005108,AST00360,ASH01,AMER-East,2024-08-28,Corrective,Cooling Loop,Pump,P3,TECH0067,Vertiv Services,22.1,6.53,5037,2762,8032,0.75,21.85,Closed,1,0,2024-08
WO0000634,AST00048,ASH01,AMER-East,2024-08-28,Corrective,Valve,Valve blockage,P3,TECH0063,Vertiv Services,15.0,8.71,4483,2280,7037,0.93,18.76,Completed,1,0,2024-08
WO0005823,AST00402,PHX01,AMER-West,2024-08-28,Preventive,Compressor,Start failure,P2,TECH0096,EcoCool,8.7,1.03,593,1052,1903,8.19,19.48,Completed,0,0,2024-08
WO0004595,AST00324,SJC01,AMER-West,2024-08-28,Corrective,Valve,Actuator fault,P2,TECH0118,FacilityPro,11.1,6.22,3212,1387,4964,0.75,13.29,Closed,1,1,2024-08
WO0002838,AST00199,DAL01,AMER-Central,2024-08-28,Corrective,Firmware,Patch gap,P2,TECH0097,FacilityPro,23.2,6.61,4785,2900,7841,1.65,22.85,Completed,1,0,2024-08
WO0007105,AST00494,ATL01,AMER-East,2024-08-28,Corrective,Fan Motor,Bearing wear,P3,TECH0070,CBRE Ops,12.5,4.1,1562,1737,3370,0.63,13.07,Closed,0,1,2024-08
WO0006627,AST00456,NYC01,AMER-East,2024-08-28,Corrective,Routine Wear,Inspection finding,P2,TECH0046,Schneider Services,16.1,11.81,3839,1996,5879,0.31,18.72,Completed,1,0,2024-08
WO0003004,AST00212,SEA01,AMER-West,2024-08-28,Preventive,Sensor,Flow sensor,P2,TECH0108,Schneider Services,4.9,1.68,659,627,1558,10.3,17.22,Completed,0,0,2024-08
WO0001993,AST00141,CHI01,AMER-East,2024-08-28,Preventive,Routine Wear,Alignment,P3,TECH0040,DataVolt,5.8,0.87,952,562,1583,10.17,18.59,Closed,0,0,2024-08
WO0003178,AST00224,SEA01,AMER-West,2024-08-28,Corrective,Fan Motor,Bearing wear,P2,TECH0054,EcoCool,9.3,6.67,4029,1143,5377,2.05,12.67,Completed,1,0,2024-08
WO0006510,AST00445,ASH01,AMER-East,2024-08-28,Preventive,Rectifier,Power board,P2,TECH0027,EcoCool,8.3,0.97,457,738,1431,8.46,15.98,Completed,0,0,2024-08
WO0007614,AST00527,ATL01,AMER-East,2024-08-28,Corrective,Routine Wear,Alignment,P3,TECH0028,PowerGrid Mechanical,23.0,12.34,5438,2323,8054,1.38,26.01,Completed,1,1,2024-08
WO0004378,AST00314,SEA01,AMER-West,2024-09-01,Corrective,Compressor,Compressor vibration,P4,TECH0034,ABB Services,20.2,0.6,5133,3312,8785,2.36,25.04,Completed,0,0,2024-09
WO0005090,AST00359,SJC01,AMER-West,2024-09-01,Corrective,Valve,Valve blockage,P2,TECH0034,ABB Services,12.0,7.78,1929,1584,3650,0.59,14.43,In Review,1,0,2024-09
WO0001716,AST00121,ASH01,AMER-East,2024-09-01,Corrective,Fan Motor,VFD issue,P1,TECH0090,CBRE Ops,18.0,6.92,4931,2898,8219,0.2,20.99,Completed,1,0,2024-09
WO0002236,AST00158,DAL01,AMER-Central,2024-09-01,Corrective,Compressor,Bearing wear,P4,TECH0088,ABB Services,25.3,9.0,2433,3795,6305,0.2,27.67,Completed,1,0,2024-09
WO0003848,AST00275,ATL01,AMER-East,2024-09-01,Preventive,Fuel System,Fuel leak,P3,TECH0117,DataVolt,8.9,3.51,835,1165,2380,6.67,14.98,Completed,0,0,2024-09
WO0005159,AST00361,CHI01,AMER-East,2024-09-01,Corrective,Fan Motor,VFD issue,P2,TECH0051,EcoCool,4.4,12.35,4542,616,5416,0.41,4.32,Closed,1,0,2024-09
WO0005983,AST00411,SEA01,AMER-West,2024-09-01,Preventive,Rectifier,Rectifier module,P1,TECH0053,FacilityPro,6.7,2.04,1359,576,2125,9.02,16.95,Closed,0,0,2024-09
WO0001399,AST00102,ASH01,AMER-East,2024-09-01,Corrective,Transformer,Oil temp rise,P3,TECH0041,PowerGrid Mechanical,14.8,8.4,2384,1435,4017,1.61,15.25,Completed,1,0,2024-09
WO0005456,AST00382,ASH01,AMER-East,2024-09-01,Preventive,Valve,Actuator fault,P3,TECH0006,FacilityPro,3.3,1.54,824,333,1342,7.63,13.03,Completed,0,0,2024-09
WO0002651,AST00187,TOR01,AMER-Central,2024-09-01,Corrective,Cooling Loop,Coolant leak,P3,TECH0060,Vertiv Services,12.2,6.37,4959,1464,6538,1.2,14.33,Completed,1,0,2024-09
WO0004613,AST00325,PHX01,AMER-West,2024-09-01,Corrective,Valve,Valve blockage,P4,TECH0083,ABB Services,15.2,6.74,4306,2097,6669,2.85,19.88,Completed,1,0,2024-09
WO0004491,AST00320,DAL01,AMER-Central,2024-09-01,Corrective,Routine Wear,Seal wear,P2,TECH0113,Schneider Services,20.6,6.77,2000,2348,4592,0.2,21.59,Completed,1,1,2024-09
WO0000684,AST00051,ASH01,AMER-East,2024-09-01,Corrective,Routine Wear,Alignment,P4,TECH0081,PowerGrid Mechanical,11.8,3.83,2890,1640,4696,3.12,14.07,Completed,0,0,2024-09
WO0007598,AST00527,ATL01,AMER-East,2024-09-01,Corrective,Sensor,Pressure sensor,P2,TECH0028,Vertiv Services,19.2,0.78,5067,3052,8290,0.37,19.8,In Review,0,0,2024-09
